acteur,ligne,sentiment
Phoebe,"Oh yes. Yes. Yeah—no. She did. She left you umm,  this lipstick. Frank Sr.: Oh. Huh. It's huh, well it's  oh it's—ew used. Umm, cool.",0.8316
Phoebe,"Okay. I have just a few questions to ask so I'm going to get out my official forms.  Okay, so, question 1) You and uh, you were married to Francis' daughter Lilly, is that correct? Frank Sr.: Yes, yes I was.",0.802
Phoebe,"Okay, umm, question 2) Umm, did that marriage end A. Happily, B. Medium, or C. In the total abandonment of her and her two children?",0.2732
Phoebe,Yeah. See?,0.296
Phoebe,"Hmm, okay, total abandonment. Okay, reasons for abandonment, A. Top secret government work, B. Amnesia, or C. Or you're just a selfish, irresponsible bad, bad man?",-0.9451
Phoebe,What?!,0.0
Phoebe,"But you-you-you came to see Lilly? Frank Sr.: Yeah, yeah. Why?",0.7149
Phoebe,Lilly's dead. Frank Sr.: She what?!,-0.68
Phoebe,She's dead. Frank Sr.: Are you sure?,-0.4588
Phoebe,"Well, if she isn't then cremating her was a big mistake. Frank Sr.: I can't believe this. I just—I can't believe this. How-how—Oh my God. How long ago?",0.2023
Phoebe,17 years ago.,0.0
Phoebe,"Well, Ursula is a waitress and-and she lives in Soho. And Phoebe,  is on this couch.",0.2732
Phoebe,"Yep, lipstick and a daughter, big day for you!",0.3595
Phoebe,"Yes. Well, that's neither here nor there. Frank Sr.: So would it, would it make you feel better if I said I was very, very sorry that I left?",0.703
Phoebe,"Y'know what, it doesn’t matter what you say it's not gonna make a difference anyway, so you can just go. Frank Sr.: All right. Well, y'know in my defense I was a lousy father.",-0.2023
Phoebe,That's a defense?,0.128
Phoebe,"You make up songs? Frank Sr.: Well no, just-just that one. But, it was stupid. Let's see, how did it, how did it go. Umm. Sleepy girl, sleepy girl.",-0.6858
Phoebe,"Well, I am.",0.2732
Phoebe,"Not yet, no. Ending Credits",0.5248
Joey,Hi.,0.0
All,Hey!,0.0
Chandler,"Hey man, how did the audition go?",0.0
Joey,Estelle said I didn't get it.,0.0
Rachel,What?! Why? Joey you were so ready for it!,0.6352
Joey,"Yeah, I thought so too but, she said the casting people had some problems with me.",-0.4497
Ross,What kind of problem?,-0.4576
Joey,"Well to tell you the truth, they uh,  they had a problem with the bag!",0.2481
Chandler,Oh my God!,0.3382
Ross,Nooooo!,0.0
Joey,Y'know what? It was a stupid play anyway!,-0.3164
Monica,"Y'know, Joey, I think it's time to give up the bag.",0.0
Joey,"I don't wanna give up the bag. I don't have to give up the bag! Do I Rach?  Oh, you think I should give up the bag!",0.0
Rachel,"Honey wait, Joey, I’m sorry I mean as terrific as I think you are with it…",0.4215
Chandler,"Oh, hey!",0.0
Rachel,…I just don't know if the world is ready for you and your bag.,0.3612
Joey,I can't believe I'm hearing this!,0.0
Rachel,"Wait a minute! Wait a minute! I'm not saying that you shouldn’t have a bag, I just—it's just there are other bags that are a little less umm,  controversial.",-0.2124
Chandler,"Yeah umm, they're called wallets. End",0.296
Phoebe,What am I sitting on?,0.0
Chandler,Top of the world? Dock of the bay?  I'm out.,0.2869
Phoebe,Ew-eww!! Undies!,0.0
Rachel,All right! Who's are they? Who's are they?,0.0
Ross,"Well, they're not mine!",0.3382
Chandler,"Well, they're Joey's! They gotta be Joey's!",0.3987
Joey,"Yeah, they're mine.",0.296
Chandler,See? They're Joey's! J-J-J-J-J-Joey's!,0.0
Ross,Why are they here?,0.0
Joey,"I don't know uhh…  Well, I'm Joey. Yeah, I'm disgusting, I take my underwear off in other people's homes.",-0.4614
Rachel,"Well, get 'em out of here! What's wrong with you?",-0.3164
Chandler,Yeah!,0.3595
Monica,Yeah!,0.3595
Rachel,"Take 'em!  Joey, you can touch them! They're your underwear.",0.0
Joey,Chandler? A word.,0.0
Joey,"That's it! I'm tired of covering for you two! This has got to stop!  Ahh!  And tighty-whiteys! What are you, 8?",-0.7405
Monica,"Thank you Joey, thank you so much!",0.6476
Joey,"Oh hey, no, you're not welcome. Okay, look, I hate this! You guys keep embarrassing me!  Yesterday, Rachel found your razor in our bathroom and I didn't know what to say, so I said it was mine and-and that I was playing a woman in a play. And one thing led to another and",-0.8414
Monica,"Wow! And around the ankles, y'know that is a tough spot.",0.5562
Joey,"Yeah, it was! All right, listen, I can't…",0.3595
Chandler,All this lying has been hard on us too.,-0.5859
Joey,"Oh-oh, yeah-yeah, I bet all the sex makes it easier!",0.4753
Chandler,"Well, yeah actually.",0.5106
Monica,"We'll try to be more careful okay? It's just that, we don't want everyone to know because this is going really well, and maybe the reason it's going really well is because it's a secret.",0.7674
Chandler,"I know it sounds really weird, but we're just so bad at relationships.",-0.8287
Monica,We are! Help us!,0.508
Chandler,Help!,0.4574
Joey,"All right! But,  you do it with me once.",0.0
Monica,Joey!,0.0
Joey,Didn't think so. Opening Credits,0.4173
Monica,"Hey, Phoebe!",0.0
Chandler,"Hi, Pheebs!",0.0
Rachel,"Hey, Pheebs!",0.0
Joey,"Hey, Pheebs!",0.0
Rachel,What are you reading?,0.0
Phoebe,"Umm, Wethering Heights. I'm taking a literature class at the New School and I have to finish it for the first session tomorrow.",0.0
Chandler,I didn't know you were taking a class. That is so cool.,0.4572
Phoebe,"Yeah! Well, I really liked that Lamaze class I took! Y'know and this time I thought I'd go for something, y'know a little more intellectual, with a less painful final exam.",0.8264
Rachel,Honey that sounds like fun.,0.7003
Phoebe,"Yeah! Ooh, you should come with me! Oh yeah, then I'd have someone to sit with!",0.6458
Rachel,Okay.,0.2263
Phoebe,"Yeah! Okay—ooh, but are you going to have time to read it?",0.2244
Rachel,"Oh, I read that in high school.",0.0
Phoebe,"This is going to be so much fun! Okay-shhh, I have to finish.",0.5954
Ross,Hi.,0.0
Joey,What's wrong buddy?,-0.4767
Ross,Someone at work ate my sandwich!,0.0
Chandler,"Well, what did the police say?",0.2732
Ross,My Thanksgiving leftover sandwich. I can't believe someone ate it!,0.0
Chandler,"Ross, it's just a sandwich!",0.0
Ross,"Just a sandwich? Look, I am 30 years old, I'm about to be divorced twice and I just got evicted! That sandwich was the only good thing going on in my life! Someone ate the only good thing going on in my life!",0.7701
Monica,"Okay, look, I-I have enough stuff for one more sandwich, I mean I was going to eat it myself, but",0.1154
Ross,"That-that would be incredible. Thank you so much. I-I still can't believe someone ate it!! I mean, look, I left a note and everything.",0.4738
Chandler,"Knock-knock. Who's there? Ross Geller's lunch. Ross Geller's lunch, who? Ross Geller's lunch, please don't take me. Okay?",0.2901
Joey,I'm surprised you didn't go home wearing your lunch.,0.2263
Phoebe,"Okay, look you wanna hold onto your food? You gotta scare people off. I learned that living on the street.",-0.3182
Ross,"Really?! So what would you say Pheebs? Stuff like uh, ""Keep your mitts off my grub?""",0.5158
Chandler,"Say Ross, when you picture Phoebe living on the street, is she surrounded by the entire cast of Annie?",0.0
Phoebe,"Okay, this will keep them away from your stuff.",0.2263
All,Whoa! Ohh!!,0.0
Monica,"Phoebe, you are a bad ass!",0.6476
Phoebe,"Someday I'll, tell you about the time I stabbed the cop.",-0.4404
Monica,Phoebe?,0.0
Phoebe,"Well, he stabbed me first!!",-0.3365
Rachel,"Sorry I'm late, but I left late.",-0.0387
Phoebe,Okay.,0.2263
Rachel,"So Pheebs, what is the book about?",0.0
Phoebe,I thought you said you read it in high school.,0.0
Rachel,"Well yeah, but then I remembered I started it and there was this pep rally and I was, I was on top of the pyramid but anyway—umm, what is this book about?",0.5187
Phoebe,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England. Which I think represents the wildness of Heathcliff's character. I totally get symbolism.",0.6249
The Teacher,"How would you characterize the theme of this book, uh let's see here , Rachel Green?",0.0
Rachel,"Umm, well I would have to say that it's a, it's tragic love story.",0.5106
The Teacher,"Well, that's sort of a given, but yes. Anyone else?",0.6249
Rachel,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which I think is-is mirrored in the wildness of Heathcliff's character.",0.0
The Teacher,Excellent! What Rachel has shrewdly observed here…,0.6114
Phoebe,You completely stole my answer!,0.0
Rachel,"Well, honey that was pretty obvious.",0.6486
Phoebe,Well how would you know?! You didn't even read it!,0.3987
The Teacher,What do you think? You in the blue shirt.,0.0
Phoebe,"I think that uh, yours is a question with many answers.",0.0
The Teacher,Would ya care to venture one?,0.4939
Phoebe,Would you care to venture one?,0.4939
The Teacher,Are you just repeating what I'm saying?,0.0
Phoebe,Are you just repeating what I'm saying?,0.0
The Teacher,"All right, let's move on.",0.0
Phoebe,Okay then.,0.2263
Phoebe,Yeah but why didn't you just say that you didn't read the book?!,0.2244
Rachel,"Be-because I didn't want him to think I was stupid! I mean, that was really embarrassing what happened to you!",-0.7963
Ross,Phoebe!,0.0
Phoebe,Yeah?,0.296
Ross,"Phoebe! You're note, amazing! Not only did no one touch my sandwich, but people at work are actually afraid of me. Yeah, a guy called me mental! Mental Geller, yeah, I always wanted a cool nickname like that.",0.9384
Monica,"Yeah, the best you got in high school was Wet Pants Geller.",0.7506
Ross,"That was the water fountain! Okay?! Anyway, people are writing reports for me, uh pushing back deadlines to meet my schedule, I'm telling you, you get tough with people you can get anything you want.  Hey Tribbiani, give me that coffee! Now!",-0.3331
Cynthia,"God, this was really fun! I've been wondering if you were going to ask me out.",0.7171
Joey,"So you uh, still wondering?",0.0
Cynthia,"No, we just went out.",-0.296
Joey,You're smart. I like that.,0.6369
Cynthia,"Oh, candles!  What is that? A blanket? A video camera? Oh my God!",0.498
Joey,"Oh no-no-no-no, wait-wait-wait!!",0.0
Cynthia,I can't believe you thought that you were going to video tape us having sex on the first date!,0.0
Joey,Hiya.,0.0
Rachel,"Joey, is what she just said umm—Oh my God.  You were actually gonna…",0.2732
Chandler,What is going on here?,0.0
Rachel,"And with Chandler in the next room. What are you, what are you sick?",-0.5106
Joey,"I'm Joey. I mean, I'm disgusting. I make low-budget adult films. Commercial Break",-0.5267
Joey,"You guys promised you'd be more careful! I mean, come on! The good Joey name is being dragged through the mud here!",0.7887
Monica,We're so sorry.,-0.1513
Chandler,Yeah.,0.296
Joey,"Well, I'm telling everyone about you! That's the only way to explain the underwear and the video camera that doesn't make me look like a pig!",0.6351
Chandler,"No-no, wait! There's got to be a better explanation. You can tell them you had to make an adult film for your  adult film class.",0.4926
Joey,"Yeah, I like that. But no-no, how does that explain why Rachel found my underwear at your place?",0.3291
Chandler,Oh—I don't know.,0.0
Joey,"Well, get ready to come out of the non-gay closet!",0.5983
Monica,"Okay, just wait, please. I promise we'll come up with something. Just give us a little more time.",0.6705
Joey,"All right. Hey, but it better make me look really, really good.  Oh, and another thing, the video camera? Nice!!",0.9305
Ross,"Yeah, of course, Donald. Dr. Leedbetter: We've been getting reports of some very angry behavior on your part.",-0.3384
Ross,What?!,0.0
Ross,Yeah.,0.296
Ross,"Oh no, you-you don't understand. Ugh, this is so silly. Umm, this is all because of a sandwich. Dr. Leedbetter:  A sandwich?",0.1589
Ross,"Yeah. You see my-my sister makes these amazing turkey sandwiches. Her secret is, she puts a, an extra slice of gravy soaked bread in the middle; I call it the Moist Maker. Anyway, I-I put my sandwich in the fridge over here… Dr. Leedbetter:  Oh, you know what?",0.7184
Ross,"What? Dr. Leedbetter: I-I'm sorry. I, I-I-I believe I ate that.",-0.0772
Ross,You ate my sandwich?,0.0
Ross,Oh-oh really? Did you confuse it with your own turkey sandwich with a Moist Maker? Dr. Leedbetter: No.,-0.5752
Ross,Do you perhaps seeing a note on top of it? Dr. Leedbetter: There may have been a-a joke or a limerick of some kind.,0.7506
Ross,"That said it was my sandwich?! Dr. Leedbetter: Now-now calm down. Come look in my office, some of it my still be in the trash.",0.3802
Ross,What?,0.0
Ross,You-you-you-you  threw my sandwich away!,0.0
Ross,MY SANDWICH?!!!,0.0
Ross,MY SANDWICH!!!!!!,0.0
Rachel,Hi!,0.0
Phoebe,Hi!,0.0
Rachel,"So umm, what's this book about?",0.0
Phoebe,You didn't read this one either?!,0.0
Rachel,"Well, I was gonna, but I accidentally read something else.",-0.3716
Phoebe,What?,0.0
Rachel,"Vogue! Hey, so tell me about this Jane Eyre woman.",0.0
Phoebe,No! You should've read it yourself!,-0.4184
Rachel,Come on Phoebe! Don’t be such a goodie-goodie!,0.0
Phoebe,"Fine! Okay, all right, so Jane Eyre, first of all, you'd think she's a woman, but she's not. She's a cyborg.",0.2828
Rachel,A cyborg?! Isn't that like a robot?!,-0.4685
Phoebe,"Yeah, this book was light years ahead of its time.",0.296
The Teacher,"Sorry I'm late. Let's get started. So, what did everybody think about Jane Eyre?",-0.0772
Phoebe,"Umm, Rachel and I were just discussing it and she had some very interesting insights.",0.4576
The Teacher,"Well, go ahead Rachel.",0.2732
Rachel,"Uh, thank you Phoebe. Umm, well, what struck me most when reading Jane Eyre was uh, how the book was so ahead of its time.",0.3818
The Teacher,"If you're talking about feminism, I think you're right.",0.0
Rachel,"Yeah, well, feminism yes, but also the robots.",0.4588
Chandler,Hey.,0.0
Monica,"Hey. Okay, so umm, since that video camera thing didn't work out uh, I thought that I would give you just a little preview.",0.2263
Chandler,You're naked in this picture!,0.0
Monica,I know.,0.0
Chandler,Ross?,0.0
Ross,Hey Chandler.  Monica!,0.0
Monica,"Ross, are you okay?",0.2263
Ross,I'm fine! I saw a psychiatrist at work today.,0.2714
Monica,Why?!,0.0
Ross,On account of my rage.,-0.5574
Chandler,"Which I may say, right now, is out of control.",0.0
Ross,He gave me a pill for it.,0.0
Monica,A pill?,0.0
Ross,"Uh-huh. Well, when the psychiatrist told me I had to take a leave of absence because I yelled at my boss I started to get worked up again, so he offered me a tranquilizer. And I thought was a good idea so, I took it.",0.5719
Monica,"Wait a minute, they're making you take time off work?",0.0
Chandler,And you're okay with that?,0.2263
